strTaxClas,ID,strITIScode,strElCode,strGName,strSComNam,strGRank,strGRank2,strSRankAZ,strSRankAZ2,strSRankCO,strSRankCO2,strSRankNM,strSRankNM2,strSRankNV,strSRankNV2,strSRankUT,strSRankUT2,strUSESA,strSProtAZ,strSProtCO,strSProtNM,strSProtNV,strSProtUT,strSGCNAZ,strSGCNCO,strSGCNNV,strSGCNNM,strSGCNUT,strPIF09,strPIF10,strPIF16,strPIF18,strPIF33,strPIF34,strPIF35,strSWReGAPmodel
AMPHIBIA,647,173429,AAABF01020,"Scaphiopus couchii","COUCH'S SPADEFOOT",G5,,S5,,S1,S1,,,S5,,,,,,SC,,,,1,1,,,,,,,,,,,1
AMPHIBIA,619,173438,AAABH01090,"Rana clamitans","GREEN FROG",G5,,,,,,,,,,SNA,,,,,,,,,,,,,,,,,,,,1
AMPHIBIA,626,173440,AAABH01200,"Rana sylvatica","WOOD FROG",G5,,,,S3,S3,,,,,,,,,SC,,,,,1,,,,,,,,,,,1
AMPHIBIA,617,173441,AAABH01070,"Rana catesbeiana",BULLFROG,G5,,SNA,,SNA,,SNA,,SNA,,SNA,,,,,,,,,,,,,,,,,,,,1
AMPHIBIA,623,173443,AAABH01170,"Rana pipiens","NORTHERN LEOPARD FROG",G5,,S2,S2,S3,S3,S1,S1,S2S3,S2S3,S3S4,S3S4,,WSC,SC,,P,,1,1,,,1,,,,,,,,1
AMPHIBIA,614,173446,AAABH01020,"Rana aurora","RED-LEGGED FROG",G4,,,,,,,,SNA,,,,PS,,,,,,,,,,,,,,,,,,1
AMPHIBIA,615,173447,AAABH01030,"Rana berlandieri","RIO GRANDE LEOPARD FROG",G5,,SNA,,,,S3,S3,,,,,,,,,,,,,,1,,,,,,,,,1
AMPHIBIA,616,173448,AAABH01040,"Rana blairi","PLAINS LEOPARD FROG",G5,,S1,S1,S3,S3,S4,,,,,,,WSC,SC,,,,1,1,,1,,,,,,,,,1
AMPHIBIA,618,173451,AAABH01080,"Rana chiricahuensis","CHIRICAHUA LEOPARD FROG",G3,G3,S3,S3,,,S1,S1,,,,,T,WSC,,S,,,1,,,1,,,,,,,,,1
AMPHIBIA,621,173454,AAABH01140,"Rana muscosa","MOUNTAIN YELLOW-LEGGED FROG",G2,G2,,,,,,,SH,,,,C,,,,,,,,,,,,,,,,,,1
AMPHIBIA,622,173457,AAABH01150,"Rana onca","RELICT LEOPARD FROG",G1G2,G1G2,SU,,,,,,S1,S1,SX,,C,WSC,,,P,,1,,1,,1,,,,,,,,1
AMPHIBIA,624,173458,AAABH01180,"Rana pretiosa","SPOTTED FROG",G2,G2,,,,,,,,,,,C,,,,,,,,,,,,,,,,,,0
AMPHIBIA,627,173461,AAABH01210,"Rana tarahumarae","TARAHUMARA FROG",G3,G3,"SX, S1","SX, S1",,,,,,,,,,WSC,,,,,1,,,,,,,,,,,,0
AMPHIBIA,628,173462,AAABH01250,"Rana yavapaiensis","YAVAPAI LEOPARD FROG",G4,,S4,,,,S1,S1,,,,,,WSC,,E,,,1,,,1,,,,,,,,,1
AMPHIBIA,321,173468,AAABE01020,"Gastrophryne olivacea","GREAT PLAINS NARROWMOUTH TOAD",G5,,S3,S3,S1,S1,S1,S1,S2,S2,,,,WSC,SC,E,,,1,1,,1,,,,,,,,,1
AMPHIBIA,100,173476,AAABB01180,"Bufo woodhousii","WOODHOUSE'S TOAD",G5,,S5,,S5,,S5,,S5,,S5,,,,,,,,,,,,,,,,,,,,1
AMPHIBIA,91,173481,AAABB01010,"Bufo alvarius","COLORADO RIVER TOAD",G5,,S5,,,,S2,S2,,,,,,,,T,,,,,,1,,,,,,,,,1
AMPHIBIA,92,173482,AAABB01030,"Bufo boreas","WESTERN TOAD",G4,,,,S1,S1,SH,,S4,,S2S3,S2S3,C,,SE,E,,WSC,,1,,2,1,,,,,,,,1
AMPHIBIA,93,173484,AAABB01050,"Bufo cognatus","GREAT PLAINS TOAD",G5,,S5,,S4,,S5,,S2,S2,SH,,,,,,,,,,,,1,,,,,,,,1
AMPHIBIA,94,173485,AAABB01060,"Bufo debilis","GREEN TOAD",G5,,S3,S3,S2,S2,S4,,,,,,,,,,,,1,1,,,,,,,,,,,1
AMPHIBIA,95,173490,AAABB01110,"Bufo microscaphus","SOUTHWESTERN TOAD",G3G4,G3G4,S3S4,S3S4,,,S2,S2,S2,S2,S2S3,S2S3,,,,S,,WSC,1,,1,2,1,,,,,,,,1
AMPHIBIA,97,173491,AAABB01120,"Bufo punctatus","RED-SPOTTED TOAD",G5,,S5,,S4,,S5,,S5,,S4,,,,,,,,1,,,,,,,,,,,,1
AMPHIBIA,98,173492,AAABB01140,"Bufo retiformis","SONORAN GREEN TOAD",G3G4,G3G4,S3,S3,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
AMPHIBIA,99,173493,AAABB01150,"Bufo speciosus","TEXAS TOAD",G5,,,,,,S3,S3,,,,,,,,,,,,,,,,,,,,,,,1
AMPHIBIA,349,173510,AAABC02020,"Hyla arenicolor","CANYON TREEFROG",G5,,S5,,S2,S2,S4,,,,S3,S3,,,,,,,1,1,,,1,,,,,,,,1
AMPHIBIA,350,173513,AAABC02080,"Hyla eximia","MOUNTAIN TREEFROG",G4,,S4,,,,S3,S3,,,,,,,,,,,,,,1,,,,,,,,,1
AMPHIBIA,4,173520,AAABC01010,"Acris crepitans","NORTHERN CRICKET FROG",G5,,,,SH,,S4,,,,,,,,SC,,,,,1,,,,,,,,,,,1
AMPHIBIA,605,173525,AAABC05070,"Pseudacris triseriata","WESTERN CHORUS FROG",G5,,S5,,S5,,S5,,,,,,,,,,,,1,,,1,,,,,,,,,0
AMPHIBIA,607,173534,AAABC06010,"Pternohyla fodiens","LOWLAND BURROWING TREEFROG",G4,,S1S2,S1S2,,,,,,,,,,WSC,,,,,1,,,,,,,,,,,,1
AMPHIBIA,831,173549,AAABG01010,"Xenopus laevis","AFRICAN CLAWED FROG",G5,,SNA,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
AMPHIBIA,23,173592,AAAAA01140,"Ambystoma tigrinum","TIGER SALAMANDER",G5,,S5,,S5,,S5,,SNA,,S4,,SUB-E,WSC,,,,,2,,,1,,,,,,,,,1
AMPHIBIA,585,173663,AAAAD12110,"Plethodon neomexicanus","JEMEZ MOUNTAINS SALAMANDER",G2,G2,,,,,S2,S2,,,,,,,,T,,,,,,1,,,,,,,,,1
AMPHIBIA,43,173702,AAAAD01040,"Aneides hardii","SACRAMENTO MOUNTAIN SALAMANDER",G3,G3,,,,,S3,S3,,,,,,,,T,,,,,,1,,,,,,,,,1
REPTILIA,176,173752,ARAAB01010,"Chelydra serpentina","SNAPPING TURTLE",G5,,SNA,,S4,,S5,,SNA,,SNA,,,,,,,,,,,,,,,,,,,,1
REPTILIA,367,173766,ARAAE01020,"Kinosternon flavescens","YELLOW MUD TURTLE",G5,,S1,S1,S1,S1,S4,,,,,,,,SC,,,,1,1,,,,,,,,,,,1
REPTILIA,368,173768,ARAAE01040,"Kinosternon sonoriense","SONORAN MUD TURTLE",G4,,S4,,,,S3,S3,SNA,,,,,,,,,,2,,,,,,,,,,,,1
REPTILIA,194,173774,ARAAD02030,"Clemmys marmorata","WESTERN POND TURTLE",G3G4,G3G4,,,,,,,S3,S3,,,,,,,,,,,1,,,,,,,,,,1
REPTILIA,759,173778,ARAAD08020,"Terrapene ornata","ORNATE BOX TURTLE",G5,,S3S4,S3S4,S5,,S4,,,,,,,,,,,,2,,,1,,,,,,,,,1
REPTILIA,188,173783,ARAAD01010,"Chrysemys picta","PAINTED TURTLE",G5,,S1S2,S1S2,S5,,S4,,SNA,,SNA,,,,,,,,2,,,,,,,,,,,,1
REPTILIA,783,173819,ARAAD09010,"Trachemys scripta","COMMON SLIDER",G5,,SNA,,,,S4,,SNA,,,,PS,,,,,,,,,,,,,,,,,,1
REPTILIA,333,173856,ARAAF01010,"Gopherus agassizii","DESERT TORTOISE",G4,,S4,,,,,,S2S3,S2S3,S1,S1,T,WSC,,,,,2,,1,,1,,,,,,,,1
REPTILIA,655,173865,ARACF14130,"Sceloporus undulatus","EASTERN FENCE LIZARD",G5,,SNR,,S5,,S5,,,,S4S5,,,,,,,,,,,,,,,,,,,,1
REPTILIA,648,173868,ARACF14010,"Sceloporus clarkii","CLARK'S SPINY LIZARD",G5,,S5,,,,S4,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,649,173870,ARACF14030,"Sceloporus graciosus","SAGEBRUSH LIZARD",G5,,S3S4,S3S4,S5,,S4,,S4,,S5,,,,,,,,,,,,,,,,,,,,1
REPTILIA,650,173872,ARACF14050,"Sceloporus jarrovii","YARROW'S SPINY LIZARD",G5,,S3S4,S3S4,S5,,S4,,S4,,S5,,,,,,,,,,,,,,,,,,,,1
REPTILIA,651,173873,ARACF14060,"Sceloporus magister","DESERT SPINY LIZARD",G5,,S5,,S2,S2,S5,,S5,,S3S4,S3S4,,,,,,,,,,,,,,,,,,,1
REPTILIA,652,173875,ARACF14080,"Sceloporus occidentalis","WESTERN FENCE LIZARD",G5,,,,,,,,S5,,S3S4,S3S4,,,,,,,,,,,,,,,,,,,1
REPTILIA,653,173878,ARACF14110,"Sceloporus poinsettii","CREVICE SPINY LIZARD",G5,,,,,,S5,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,654,173879,ARACF14120,"Sceloporus scalaris","BUNCH GRASS LIZARD",,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1
REPTILIA,656,173881,ARACF14150,"Sceloporus virgatus","STRIPED PLATEAU LIZARD",G4,,S3,S3,,,S3,S3,,,,,,,,,,,1,,,,,,,,,,,,1
REPTILIA,126,173906,ARACF02010,"Callisaurus draconoides","ZEBRA-TAILED LIZARD",G5,,S5,,,,S3,S3,S5,,S2,S2,,,,,,WSC,,,,,1,,,,,,,,1
REPTILIA,226,173910,ARACF03010,"Cophosaurus texanus","GREATER EARLESS LIZARD",G5,,S5,,,,S5,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,243,173912,ARACF04020,"Crotaphytus collaris","COLLARED LIZARD",G5,,S5,,S5,,S5,,,,S4,,,,,,,,,,,1,,,,,,,,,1
REPTILIA,277,173921,ARACF06010,"Dipsosaurus dorsalis","DESERT IGUANA",G5,,S5,,,,,,S3,S3,SH,,,,,,,WSC,,,1,,1,,,,,,,,1
REPTILIA,320,173924,ARACF07020,"Gambelia wislizenii","LONG-NOSED LEOPARD LIZARD",G5,,S5,,S1,S1,S5,,S4,,S4,,,,SC,,,,,1,1,,1,,,,,,,,1
REPTILIA,348,173927,ARACF08020,"Holbrookia maculata","LESSER EARLESS LIZARD",G5,,S5,,S5,,S5,,,,SH,,,,,,,,2,,,,,,,,,,,,1
REPTILIA,556,173938,ARACF12010,"Phrynosoma cornutum","TEXAS HORNED LIZARD",G4G5,,S3S4,S3S4,S3,S3,S5,,,,,,,,SC,,,,,1,,,,,,,,,,,1
REPTILIA,559,173941,ARACF12040,"Phrynosoma mcallii","FLAT-TAILED HORNED LIZARD",G3G4,G3G4,S2S3,S2S3,,,,,,,,,PT,WSC,,,,,1,,,,,,,,,,,,1
REPTILIA,560,173942,ARACF12050,"Phrynosoma modestum","ROUND-TAILED HORNED LIZARD",G5,,S3,S3,S1,S1,S5,,,,,,,,SC,,,,,1,,,,,,,,,,,1
REPTILIA,561,173943,ARACF12060,"Phrynosoma platyrhinos","DESERT HORNED LIZARD",G5,,S5,,,,,,S4,,S4,,,,,,,,,,1,,,,,,,,,,1
REPTILIA,562,173944,ARACF12070,"Phrynosoma solare","REGAL HORNED LIZARD",G5,,S5,,,,SNR,,,,,,,,,,,,,,,1,,,,,,,,,1
REPTILIA,804,173949,ARACF15020,"Uma notata","COLORADO DESERT FRINGE-TOED LIZARD",G3,G3,S2S3,S2S3,,,,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,805,173950,ARACF15030,"Uma scoparia","MOJAVE FRINGE-TOED LIZARD",G3G4,G3G4,S2S3,S2S3,,,,,,,,,,WSC,,,,,1,,,,,,,,,,,,1
REPTILIA,807,173952,ARACF16010,"Urosaurus graciosus","LONG-TAILED BRUSH LIZARD",G5,,S5,,,,,,S4,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,808,173954,ARACF16030,"Urosaurus ornatus","TREE LIZARD",G5,,S5,,S4,,S5,,S3S4,S3S4,S4S5,,,,,,,,,,,,,,,,,,,,1
REPTILIA,811,173956,ARACF17010,"Uta stansburiana","SIDE-BLOTCHED LIZARD",G5,,S5,,S4,,S5,,S5,,S5,,,,,,,,,,,,,,,,,,,,1
REPTILIA,300,173964,ARACH01030,"Eumeces callicephalus","MOUNTAIN SKINK",G4G5,,S2,S2,,,S1,S1,,,,,,,,T,,,1,,,1,,,,,,,,,1
REPTILIA,302,173966,ARACH01060,"Eumeces gilberti","GILBERT'S SKINK",G5,,S4,,,,,,S2,S2,,,,WSC,,,,,2,,1,,,,,,,,,,1
REPTILIA,303,173967,ARACH01090,"Eumeces multivirgatus","MANY-LINED SKINK",G5,,S3S4,S3S4,S4,,S5,,,,S1,S1,,,,,,,,,,,1,,,,,,,,1
REPTILIA,304,173968,ARACH01130,"Eumeces obsoletus","GREAT PLAINS SKINK",G5,,S5,,S4,,S5,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,305,173970,ARACH01110,"Eumeces skiltonianus","WESTERN SKINK",G5,,S2,S2,,,,,S4,,S4,,,,,,,,,,,,1,,,,,,,,1
REPTILIA,306,173971,ARACH01120,"Eumeces tetragrammus","FOUR-LINED SKINK",G5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,204,174014,ARACJ02110,"Cnemidophorus sexlineatus","SIX-LINED RACERUNNER",G5,,,,S5,,S4,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,196,174015,ARACJ02010,"Cnemidophorus burti","CANYON SPOTTED WHIPTAIL",G4,,S3,S3,,,S2,S2,,,,,,,,T,,,,,,1,,,,,,,,,1
REPTILIA,197,174016,ARACJ02020,"Cnemidophorus dixoni","GRAY-CHECKERED WHIPTAIL",G3G4,G3G4,,,,,S2,S2,,,,,,,,E,,,,,,1,,,,,,,,,1
REPTILIA,198,174017,ARACJ02030,"Cnemidophorus exsanguis","CHIHUAHUAN SPOTTED WHIPTAIL",G5,,S3,S3,,,S5,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,199,174018,ARACJ02040,"Cnemidophorus flagellicaudus","GILA SPOTTED WHIPTAIL",G4,,S4,,,,S3,S3,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,200,174019,ARACJ02050,"Cnemidophorus gularis","TEXAS SPOTTED WHIPTAIL",,,,,,,S4,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,201,174021,ARACJ02070,"Cnemidophorus inornatus","LITTLE STRIPED WHIPTAIL",G5,,,,,,S5,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,202,174024,ARACJ02090,"Cnemidophorus neomexicanus","NEW MEXICO WHIPTAIL",G5,,SNR,,,,S5,,,,SNA,,,,,,,,,,,,,,,,,,,,1
REPTILIA,205,174025,ARACJ02120,"Cnemidophorus sonorae","SONORAN SPOTTED WHIPTAIL",G5,,S5,,,,S3,S3,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,206,174026,ARACJ02130,"Cnemidophorus tesselatus","CHECKERED WHIPTAIL",G5,,SNR,,S2,S2,S5,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,214,174038,ARACD01010,"Coleonyx brevis","TEXAS BANDED GECKO",G5,,,,,,S4,,,,,,,,,,,,,,,1,,,,,,,,,1
REPTILIA,215,174041,ARACD01030,"Coleonyx variegatus","WESTERN BANDED GECKO",G5,,S5,,,,S3,S3,S4,,S2,S2,,,,,,WSC,2,,1,,1,,,,,,,,1
REPTILIA,829,174092,ARACK01030,"Xantusia vigilis","DESERT NIGHT LIZARD",G5,,S4,,,,,,S4,,S2,S2,,,,,,WSC,2,,1,,1,,,,,,,,1
REPTILIA,343,174113,ARACE01010,"Heloderma suspectum","GILA MONSTER",G4,,S4,,,,S3,S3,S2,S2,S1,S1,,,,E,,WSC,2,,2,2,1,,,,,,,,1
REPTILIA,768,174136,ARADB36130,"Thamnophis sirtalis","COMMON GARTER SNAKE",G5,,,,S3,S3,S4,,S3,S3,S2S3,S2S3,PS,,SC,,,,,1,,,1,,,,,,,,1
REPTILIA,760,174140,ARADB36030,"Thamnophis couchii","WESTERN AQUATIC GARTER SNAKE",G4,,,,,,,,S3,S3,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,761,174141,ARADB36040,"Thamnophis cyrtopsis","BLACK-NECKED GARTER SNAKE",G5,,S5,,S2?,S2?,S5,,,,SH,,,,,,,,2,1,,,1,,,,,,,,1
REPTILIA,762,174142,ARADB36050,"Thamnophis elegans","WESTERN TERRESTRIAL GARTER SNAKE",G5,,S5,,S5,,S5,,S4,,S5,,,,,,,,,,,,,,,,,,,,1
REPTILIA,763,174143,ARADB36060,"Thamnophis eques","MEXICAN GARTER SNAKE",G5,,S2S3,S2S3,,,S1,S1,SH,,,,,WSC,,E,,,2,,,,,,,,,,,,1
REPTILIA,764,174144,ARADB36070,"Thamnophis marcianus","CHECKERED GARTER SNAKE",G5,,S5,,,,S4,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,765,174146,ARADB36090,"Thamnophis proximus","WESTERN RIBBON SNAKE",G5,,,,SH,,S3,S3,,,,,,,,T,,,,,,,,,,,,,,,1
REPTILIA,766,174147,ARADB36100,"Thamnophis radix","PLAINS GARTER SNAKE",G5,,,,S5,,S3S4,S3S4,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,767,174148,ARADB36110,"Thamnophis rufipunctatus","NARROW-HEADED GARTER SNAKE",G3G4,G3G4,S3,S3,,,S2,S2,,,,,,WSC,,T,,,1,,,,,,,,,,,,1
REPTILIA,344,174155,ARADB17010,"Heterodon nasicus","WESTERN HOG-NOSED SNAKE",G5,,S3,S3,S4,,S5,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,269,174158,ARADB10010,"Diadophis punctatus","RING-NECKED SNAKE",G5,,S4,,S2,S2,S4,,S3,S3,S2S3,S2S3,,,,,,,,,,,1,,,,,,,,1
REPTILIA,217,174169,ARADB07010,"Coluber constrictor",RACER,G5,,S1,S1,S5,,S3,S3,S5,,S4,,,,,,,,2,,,,,,,,,,,,1
REPTILIA,283,174175,ARADB13020,"Elaphe guttata","CORN SNAKE",G5,,,,S3,S3,S5,,,,S2,S2,,,,,,WSC,,,,,1,,,,,,,,1
REPTILIA,374,174187,ARADB19050,"Lampropeltis triangulum","MILK SNAKE",G5,,S2,S2,S5,,S4,,,,S2S3,S2S3,,,,,,,2,,,1,1,,,,,,,,1
REPTILIA,373,174192,ARADB19040,"Lampropeltis pyromelana","SONORAN MOUNTAIN KINGSNAKE",G4G5,,S4,,,,S3,S3,S2,S2,S2,S2,,,,,P,,2,,1,1,1,,,,,,,,1
REPTILIA,59,174202,ARADB01010,"Arizona elegans","GLOSSY SNAKE",G5,,S5,,S3S4,S3S4,S5,,S4,,S2,S2,,,,,,,2,,,,1,,,,,,,,1
REPTILIA,179,174210,ARADB04010,"Chilomeniscus cinctus","BANDED SAND SNAKE",G5,,S4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,180,174212,ARADB05010,"Chionactis occipitalis","WESTERN SHOVEL-NOSED SNAKE",G5,,S5,,,,,,S4,,,,,,,,,,2,,,,,,,,,,,,1
REPTILIA,181,174213,ARADB05020,"Chionactis palarostris","SONORAN SHOVEL-NOSED SNAKE",G3G4,G3G4,S2,S2,,,,,,,,,,,,,,,2,,,,,,,,,,,,1
REPTILIA,338,174230,ARADB16010,"Gyalopion canum","WESTERN HOOK-NOSED SNAKE",G5,,S3,S3,,,S4,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,353,174233,ARADB18010,"Hypsiglena torquata","NIGHT SNAKE",G5,,S5,,S3,S3,S5,,S5,,S4,,,,,,,,2,1,,,1,,,,,,,,1
REPTILIA,418,174237,ARADB21010,"Masticophis bilineatus","SONORAN WHIPSNAKE",G5,,S5,,,,S3,S3,,,,,,,,,,,2,,,,,,,,,,,,1
REPTILIA,419,174238,ARADB21020,"Masticophis flagellum",COACHWHIP,G5,,S5,,S5,,S5,,S5,,S1S2,S1S2,,,,,,,2,,,,1,,,,,,,,1
REPTILIA,420,174240,ARADB21040,"Masticophis taeniatus","STRIPED WHIPSNAKE",G5,,S4,,S4,,S5,,S5,,S5,,,,,,,,,,,,,,,,,,,,1
REPTILIA,480,174244,ARADB22020,"Nerodia erythrogaster","PLAIN-BELLIED WATER SNAKE",G5,,,,,,S1S2,S1S2,,,,,PS,,,E,,,,,,,,,,,,,,,1
REPTILIA,481,174251,ARADB22060,"Nerodia sipedon","NORTHERN WATER SNAKE",G5,,,,S4,,,,,,,,PS,,,,,,,,,,,,,,,,,,1
REPTILIA,508,174258,ARADB24010,"Oxybelis aeneus","BROWN VINE SNAKE",G5,,,,S2,S2,,,,,,,,WSC,,,,,1,,,,,,,,,,,,1
REPTILIA,563,174260,ARADB25010,"Phyllorhynchus browni","SADDLED LEAF-NOSED SNAKE",G5,,S5,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,564,174261,ARADB25020,"Phyllorhynchus decurtatus","SPOTTED LEAF-NOSED SNAKE",G5,,S5,,,,,,S4,,S1,S1,,,,,,,,,,,1,,,,,,,,1
REPTILIA,635,174267,ARADB29010,"Rhinocheilus lecontei","LONG-NOSED SNAKE",G5,,S5,,S1?,S1?,S5,,S5,,S4S5,,,,,,,,,1,,,1,,,,,,,,1
REPTILIA,638,174269,ARADB30010,"Salvadora deserticola","BIG BEND PATCH-NOSED SNAKE",G5T5,,S3S4,S3S4,,,S4,,,,,,,,,,,,,,,,,,,,,,,,0
REPTILIA,639,174270,ARADB30020,"Salvadora grahamiae","MOUNTAIN PATCH-NOSED SNAKE",G5,,S4,,,,S5,,,,,,,,,,,,1,,,,,,,,,,,,1
REPTILIA,640,174271,ARADB30030,"Salvadora hexalepis","WESTERN PATCH-NOSED SNAKE",G5,,S5,,,,SNR,,S5,,S2S3,S2S3,,,,,,,,,,,1,,,,,,,,1
REPTILIA,681,174275,ARADB32010,"Sonora semiannulata","GROUND SNAKE",G5,,S5,,S3,S3,S5,,S5,,S2,S2,,,,,,,,,,,1,,,,,,,,1
REPTILIA,753,174282,ARADB35140,"Tantilla hobartsmithi","SOUTHWESTERN BLACK-HEADED SNAKE",G5,,S5,,S2?,S2?,S4,,S4,,S2,S2,,,,,,,1,1,,,1,,,,,,,,1
REPTILIA,754,174283,ARADB35050,"Tantilla nigriceps","PLAINS BLACK-HEADED SNAKE",G5,,S3,S3,S4,,S5,,,,,,,,,,,,1,,,,,,,,,,,,1
REPTILIA,755,174285,ARADB35070,"Tantilla planiceps","UTAH BLACKHEAD SNAKE",G4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,756,174288,ARADB35120,"Tantilla wilcoxi","CHIHUAHUAN BLACK-HEADED SNAKE",G5,,S1S2,S1S2,,,,,,,,,,,,,,,1,,,,,,,,,,,,1
REPTILIA,757,174289,ARADB35130,"Tantilla yaquia","YAQUI BLACK-HEADED SNAKE",G4,,S2,S2,,,S1,S1,,,,,,,,,,,1,,,1,,,,,,,,,1
REPTILIA,784,174291,ARADB37010,"Trimorphodon biscutatus","WESTERN LYRE SNAKE",G5,,S5,,,,S4,,S4,,S1,S1,,,,,,,,,1,,1,,,,,,,,1
REPTILIA,791,174293,ARADB38010,"Tropidoclonion lineatum","LINED SNAKE",G5,,,,S3,S3,S4,,,,,,,,,,,,,,,,,,,,,,,,1
REPTILIA,677,174304,ARADE03010,"Sistrurus catenatus",MASSASAUGA,G3G4,G3G4,S2,S2,S2,S2,S3S4,S3S4,,,,,PS,WSC,SC,,,,2,1,,2,,,,,,,,,1
REPTILIA,232,174310,ARADE02020,"Crotalus atrox","WESTERN DIAMONDBACK RATTLESNAKE",G5,,S5,,,,S5,,S4,,,,,,,,,,1,,,1,,,,,,,,,1
REPTILIA,233,174311,ARADE02030,"Crotalus cerastes",SIDEWINDER,G5,,S5,,,,,,S4,,S2,S2,,,,,,WSC,2,,,,1,,,,,,,,1
REPTILIA,234,174312,ARADE02050,"Crotalus lepidus","ROCK RATTLESNAKE",G5,,S3S4,S3S4,,,S4,,,,,,,,,SUB-T,,,2,,,2,,,,,,,,,1
REPTILIA,235,174313,ARADE02060,"Crotalus mitchellii","SPECKLED RATTLESNAKE",G5,,S5,,,,,,S4,,S1,S1,,,,,,WSC,2,,,,1,,,,,,,,1
REPTILIA,236,174314,ARADE02070,"Crotalus molossus","BLACK-TAILED RATTLESNAKE",G5,,S5,,,,S5,,,,,,,,,,,,2,,,,,,,,,,,,1
REPTILIA,237,174315,ARADE02080,"Crotalus pricei","TWIN-SPOTTED RATTLESNAKE",G5,,S3,S3,,,,,,,,,,,,,,,2,,,,,,,,,,,,1
REPTILIA,238,174317,ARADE02100,"Crotalus scutulatus","MOJAVE RATTLESNAKE",G5,,S5,,,,S3,S3,S4,,S1,S1,,,,,,WSC,2,,,,1,,,,,,,,1
REPTILIA,239,174318,ARADE02110,"Crotalus tigris","TIGER RATTLESNAKE",G5,,S5,,,,,,,,,,,,SUB-C,,,,1,,,,,,,,,,,,1
REPTILIA,240,174319,ARADE02120,"Crotalus viridis","WESTERN RATTLESNAKE",G5,,S5,,S5,,S5,,,,S5,,,,,,,,2,,,,,,,,,,,,1
REPTILIA,241,174320,ARADE02130,"Crotalus willardi","RIDGE-NOSED RATTLESNAKE",G5,,S2,S2,,,S1,S1,,,,,SUB-T,WSC,,E,,,2,,,2,,,,,,,,,1
REPTILIA,174,174326,ARADA01010,"Charina bottae","RUBBER BOA",G5,,,,,,,,S3S4,S3S4,S2S3,S2S3,,,,,,,,,,,1,,,,,,,,1
REPTILIA,394,174336,ARADD01010,"Leptotyphlops dulcis","TEXAS BLIND SNAKE",G5,,,,,,,,,,,,,,SC,,,,,1,,,,,,,,,,,1
REPTILIA,395,174337,ARADD01020,"Leptotyphlops humilis","WESTERN BLIND SNAKE",G5,,S5,,,,S3?,S3?,S4,,S1S2,S1S2,,,,,,WSC,2,,,,1,,,,,,,,1
REPTILIA,445,174352,ARADC01010,"Micruroides euryxanthus","WESTERN CORAL SNAKE",G5,,S5,,,,S3,S3,,,,,,,,,,,2,,,,,,,,,,,,1
AVES,323,174469,ABNBA01030,"Gavia immer","COMMON LOON",G5,,S2N,S2N,SNA,,S4N,,S2N,S2N,S3?N,S3?N,,,,,,,1,,1,,,,,,,,,,1
AVES,322,174470,ABNBA01040,"Gavia adamsii","YELLOW-BILLED LOON",G4,,,,,,S4N,,,,,,,,,,,,,,,,,,,,,,,,1
AVES,325,174474,ABNBA01010,"Gavia stellata","RED-THROATED LOON",G5,,,,SNA,,"S5B,S5N",,,,,,,,,,,,,,,,,,,,,,,,1
AVES,324,174475,ABNBA01050,"Gavia pacifica","PACIFIC LOON",G5,,S1N,S1N,,,SNA,,,,SNA,,,,,,,,1,,,,,,,,,,,,1
AVES,589,174479,ABNCA03020,"Podiceps grisegena","RED-NECKED GREBE",G5,,,,SNRN,,SNA,,,,,,,,,,,,,,,,,,,,,,,,1
AVES,588,174482,ABNCA03010,"Podiceps auritus","HORNED GREBE",G5,,S2N,S2N,SNA,,S4N,,S2M,S2M,S3N,S3N,,,,,,,1,,,,,,,,,,,,1
